SAMPLE_ID,STRUCTURE_ID,PREFERRED_LCMS_METHOD,SPE_METHOD,METHOD,SPE_SUCCESSFUL,CRASHED_OUT,SAMPLE_STATUS,SAMPLE_CURRENT_STATUS,TERMINATION_CAUSE,TERMINATION_STEP,TERMINATION_DETAILS,REACTION_SCALE_(mmol),SELECTED_FRACTIONS,VOLUME_COLLECTED_(mL),TOTAL_FRACTIONS_COLLECTED,RECOVERED_SAMPLE_DRY_MASS_(mg),PERCENT_YIELD,%_PURITY_(BY_LCMS),PURIFICATION_COMMENTS,EXTRA_COMMENTS,MolWt,ExactMolWt,logP,HBD,HBA,TPSA,Flexibility,Rotatable Bonds,qed,HeavyAtomMolWt,MolLogP,MolMR,FractionCSP3,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BalabanJ,BertzCT,HallKierAlpha,Ipc,Kappa2,LabuteASA,PEOE_VSA10,PEOE_VSA2,SMR_VSA10,SMR_VSA4,SlogP_VSA2,SlogP_VSA6,MaxEStateIndex,MinEStateIndex,EState_VSA3,EState_VSA8,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,Principal component 1,Principal component 2,Principal component 3,class
00YRB22-055-062,00YRB22-055-062,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,24.11,4.0,12.3,1.90%,100%,,,380.473,380.1306969,2.736,2,6,74.33,0.2333,7,0.687401526,360.313,3.3921,107.4919,0.25,138,0.250894373,-0.350259069,1.185185185,1.397083199,970.5319812,-2.93,2649292.492,7.753298548,160.761539,0.0,9.589074368,44.18671073,0.0,41.33251693,48.53093655,12.39552741,-0.130079189,25.07378593,15.61755573,27,2,6,0,1,1,2,1,3,5,2,7,6,0,1,1,4,-4.911152920824589,2.271068983103573,1.685399523787177,2
00YRB22-055-066,00YRB22-055-066,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F4S,67.95,4.0,8.9,8.50%,92%,";""SAP6-1 overpressured; recovered manually"";;;",,352.463,352.1357823,2.644,2,5,57.26,0.2143,6,0.739459122,332.303,3.3313,102.6649,0.263157895,128,0.250843299,-0.351660755,1.24,1.448991954,886.835301,-2.44,696555.5311,6.818402003,150.2350748,0.0,4.794537184,38.279531,5.917906046,42.47300918,48.53093655,12.35606313,-0.011646649,11.48135754,27.56513744,25,2,5,0,1,1,2,1,3,5,2,6,5,0,1,1,4,-2.0467666720944813,2.3538418978179663,0.38832065008746053,3
00YRB22-055-067_RP,00YRB22-055-067,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,,,,0.1,F4L,11.87,2.0,12.6,8.20%,100%,";""2nd injection offline; combined 5.3mL from 700003AYQ into 1st",,375.453,375.1041478,3.604,3,5,74.25,0.2,6,0.473617418,358.317,4.6755,108.6217,0.047619048,134,0.251098356,-0.507966626,1.0,1.469430192,1075.745932,-3.38,2437112.31,7.47078774,159.8726318,5.749511833,4.794537184,38.279531,0.0,15.99768565,72.79640482,12.43454684,-0.142644854,12.1082079,15.61755573,27,3,5,0,0,0,3,1,4,5,3,6,5,0,0,0,4,1.8946425150260038,-2.9767068890932964,-1.7465818253625158,0
00YRB22-055-068,00YRB22-055-068,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,28.21,1.0,15.3,1.00%,100%,"'Selected fraction' for a single PO12 run. "";;;",,375.453,375.1041478,3.604,3,5,74.25,0.2,6,0.473617418,358.317,4.6755,108.6217,0.047619048,134,0.251098373,-0.507955184,1.0,1.479272338,1092.995932,-3.38,2387819.359,7.47078774,159.8726318,5.749511833,4.794537184,38.279531,0.0,15.99768565,72.79640482,12.43942055,-0.160915357,12.1082079,15.61755573,27,3,5,0,0,0,3,1,4,5,3,6,5,0,0,0,4,3.976724159185974,-1.4976598308731528,1.7914858843546706,0
00YRB22-055-069,00YRB22-055-069,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Shipped,System/Automation Error,SPE (SAP4),Sample dropped,0.1,F3L,2.28,2.0,1.9,7.70%,100%,,,375.453,375.1041478,3.552,3,5,74.25,0.2,6,0.473617418,358.317,4.6755,108.6217,0.047619048,134,0.251100553,-0.507604421,1.0,1.489703321,1092.995932,-3.38,2476419.935,7.47078774,159.8726318,5.749511833,4.794537184,38.279531,0.0,15.99768565,72.79640482,12.44666025,-0.188776279,11.12690298,15.61755573,27,3,5,0,0,0,3,1,4,5,3,6,5,0,0,0,4,-3.0522066608228755,-1.61676082083754,2.525057134924509,2
00YRB22-055-070,00YRB22-055-070,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,17.14,1.0,14.8,8.40%,98%,"Should have select F4 to RunPrep;""wrong SPE fraction (manually) selected due to Virscidian XML bug; wrong sample sent to SAP6. manually Selected 2 SAP6 fractions"";;;",,384.464,384.1044821,4.038,2,5,77.81,0.2258,7,0.515968055,368.336,4.84158,111.6719,0.045454545,136,0.251098356,-0.347961278,1.035714286,1.454762245,1160.843826,-3.69,4221607.651,7.905277327,165.8359198,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.48775672,-0.141455296,17.67165939,21.68677704,28,2,5,0,0,0,3,1,4,5,2,6,5,0,0,0,4,-1.1725812014772894,5.3254448725085375,-2.3932312119511083,3
00YRB22-055-071,00YRB22-055-071,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,16.76,1.0,16.2,0.00%,100%,;COI crashed out as Collected fraction eluted;;;,,384.464,384.1044821,4.038,2,5,77.81,0.2258,7,0.515968055,368.336,4.84158,111.6719,0.045454545,136,0.251098361,-0.347960512,1.035714286,1.472580601,1178.093826,-3.69,4177261.731,7.905277327,165.8359198,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.50645373,-0.157195119,17.67165939,21.68677704,28,2,5,0,0,0,3,1,4,5,2,6,5,0,0,0,4,2.831563204637526,-2.566357350913892,-1.1930785729526665,0
00YRB22-055-073,00YRB22-055-073,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,17.08,2.0,20.5,9.70%,100%,";""did not collect; no ionization in PurLCMS run for COI EM; SPE and RM LCMS runs show M+H detected for COI EM.  SPE Fraction with COI; sat in IO2 for ~2 days after collection in DMSO prior to PurLCMS run (due to lower priority relative to other samples in queue)"";;;",,409.461,409.1060396,4.621,2,4,54.02,0.2188,7,0.416379241,392.325,5.9075,111.9139,0.090909091,146,0.263348938,-0.347961287,1.0,1.432503846,1127.983477,-3.32,5964973.683,8.362702804,169.7744109,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,12.60738287,-2.494402281,5.563451492,15.61755573,29,2,4,0,0,0,3,1,4,4,2,7,6,0,0,0,4,6.738269906912913,-0.3336051424352409,0.41329086466673204,0
00YRB22-055-074,00YRB22-055-074,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,19.29,1.0,19.9,0.00%,100%,,,409.461,409.1060396,4.621,2,4,54.02,0.2188,7,0.416379241,392.325,5.9075,111.9139,0.090909091,146,0.263680715,-0.347946946,1.0,1.482182776,1145.233477,-3.32,6002983.721,8.362702804,169.7744109,0.0,4.794537184,38.279531,0.0,10.89115825,72.79640482,13.08380104,-2.57668434,11.12690298,15.61755573,29,2,4,0,0,0,3,1,4,4,2,7,6,0,0,0,4,2.5669201143225377,-2.6124567165810824,-2.0558725726823854,0
00YRB22-055-077,00YRB22-055-077,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L/F1S,16.71,1.0,12.0,0.00%,100%,,,366.446,366.1150468,2.263,3,6,83.12,0.2069,6,0.648064753,348.302,3.0483,102.8426,0.210526316,132,0.250904402,-0.351584164,1.230769231,1.445244857,954.5873415,-2.93,1590412.087,7.129945863,154.1866254,0.0,9.589074368,44.18671073,0.0,29.38493521,48.53093655,12.36920797,-0.139798577,18.52902952,20.93434433,26,3,6,0,1,1,2,1,3,5,3,7,5,0,1,1,4,-3.3480562439696966,0.3564233161373227,2.250177664607573,2
00YRB22-055-079,00YRB22-055-079,Xbridge HpH,MCX,MCX/Xbridge HpH,True,,Complete,Completed & Shipped,,,,0.1,F3L,14.74,1.0,14.2,0.00%,100%,,,364.43,364.0993968,3.622,2,6,80.05,0.2069,6,0.552818178,348.302,4.26632,101.7549,0.105263158,130,0.251207899,-0.444162268,1.192307692,1.484603414,1055.794403,-3.19,1590412.087,6.970568367,153.4573174,5.760247419,4.794537184,38.279531,0.0,15.87513677,59.14493106,12.36172072,-0.16025776,23.75917924,20.60153425,26,2,6,0,0,0,2,2,4,6,2,7,5,0,0,0,4,-1.0942832363557582,1.4028329918397515,2.65811778637151,2
00YRB22-057-001,00YRB22-057-001,Xbridge HpH,HLB,HLB/Xbridge HpH,True,,Complete,Completed & Stored,,,,0.1,F3L,16.83,1.0,7.3,,97%,";""Sample is cart labeled ""Save but not needed."""";;;",,370.371,370.1504272,2.262,1,5,62.13,0.2143,6,0.886162687,349.203,3.0559,88.3028,0.555555556,142,0.457636739,-0.349959928,1.423076923,1.64753397,692.6717755,-2.09,803788.5083,6.904725039,148.9741481,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.8494774,-4.90974573,19.38639965,9.99330131,26,1,5,0,2,2,1,0,1,4,1,8,4,0,1,1,3,-2.751076861126647,-1.3086474337174405,0.5834863669448896,2
00YRB22-057-002,00YRB22-057-002,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,15.98,1.0,14.9,0.00%,98%,,,370.371,370.1504272,2.262,1,5,62.13,0.2143,6,0.886162687,349.203,3.0559,88.3028,0.555555556,142,0.457636739,-0.349959928,1.423076923,1.64753397,692.6717755,-2.09,803788.5083,6.904725039,148.9741481,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.8494774,-4.90974573,19.38639965,9.99330131,26,1,5,0,2,2,1,0,1,4,1,8,4,0,1,1,3,10.952353003151696,-5.812446000045656,-3.3487870573610348,0
00YRB22-057-003,00YRB22-057-003,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L/F4S,14.14,1.0,29.0,,100%,";""COI eluted with solvent front; did not collect. 1 fraction manually collected but was not COI"";;;eluted with solvent front",,382.342,382.1252751,1.374,2,7,90.81,0.1667,5,0.849433014,365.206,1.9811,88.6265,0.470588235,144,0.457636739,-0.349959928,1.444444444,1.371264601,910.2058392,-2.62,1701495.13,6.222796172,151.3231904,0.0,9.893218992,22.52178966,11.07361877,56.87558796,29.5516575,12.82024271,-4.918969346,12.96557803,20.19066493,27,2,7,0,2,2,1,1,2,5,2,10,3,0,1,1,4,-2.168942194247142,0.6245506606868937,3.3109136785251887,2
00YRB22-057-004,00YRB22-057-004,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,10.28,2.0,29.9,,100%,;would've needed a slope requirement of 13 to collect. ;;;,,348.365,348.1660773,2.274,1,5,62.13,0.1923,5,0.853059834,325.181,2.8325,80.0208,0.875,136,0.457636739,-0.349959928,1.291666667,1.513618247,517.18725,-1.31,306895.3558,6.536244034,138.3709912,0.0,4.794537184,11.61886473,16.99152482,46.67822434,5.155712727,12.75778698,-4.881604175,31.8490621,9.99330131,24,1,5,1,2,3,0,0,0,4,1,8,3,1,1,2,3,-2.474901795276814,3.7801048324435014,2.17475935521252,3
00YRB22-057-005,00YRB22-057-005,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,11.6,2.0,18.5,29.60%,96%,,,349.334,349.070797,1.168,1,6,75.02,0.2,5,0.898689564,335.222,1.5613,74.6468,0.615384615,126,0.457636739,-0.349959928,1.565217391,1.572729564,619.7260857,-1.68,189506.5998,5.749714336,133.1042752,0.0,9.778515705,22.95565061,11.07361877,51.66220286,16.86309557,12.70424754,-4.90423416,12.96557803,14.97727983,23,1,6,0,2,2,0,1,1,6,1,10,3,0,1,1,3,4.2912856705917095,-1.565672267126795,-2.6913169987531136,0
00YRB22-057-006,00YRB22-057-006,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,10.31,2.0,11.3,46.70%,96%,,,382.342,382.1252751,1.374,2,7,90.81,0.1667,5,0.849433014,365.206,1.9811,88.6265,0.470588235,144,0.457636739,-0.349959928,1.444444444,1.371264601,910.2058392,-2.62,1701495.13,6.222796172,151.3231904,0.0,9.893218992,22.52178966,11.07361877,56.87558796,29.5516575,12.82057151,-4.918561787,12.96557803,20.19066493,27,2,7,0,2,2,1,1,2,5,2,10,3,0,1,1,4,-1.0072334472834927,-0.7649741661884337,-1.9930199720260695,2
00YRB22-057-007,00YRB22-057-007,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,6.78,1.0,16.3,46.50%,100%,,,349.334,349.070797,1.168,1,6,75.02,0.2,5,0.898689564,335.222,1.5613,74.6468,0.615384615,126,0.457636739,-0.349959928,1.565217391,1.572729564,619.7260857,-1.68,189506.5998,5.749714336,133.1042752,0.0,9.778515705,22.95565061,11.07361877,51.66220286,16.86309557,12.70424754,-4.90423416,12.96557803,14.97727983,23,1,6,0,2,2,0,1,1,6,1,10,3,0,1,1,3,-2.1966747052936793,-0.19556412367911796,0.20712836273147814,2
00YRB22-057-008_RP,00YRB22-057-008,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,18.0,1.0,12.0,2.70%,98%,Had to lower SPE height requirement in Virscidian to18 to RunPrep,,348.365,348.1660773,2.274,1,5,62.13,0.1923,5,0.853059834,325.181,2.8325,80.0208,0.875,136,0.457636739,-0.349959928,1.291666667,1.513618247,517.18725,-1.31,306895.3558,6.536244034,138.3709912,0.0,4.794537184,11.61886473,16.99152482,46.67822434,5.155712727,12.75778698,-4.881604175,31.8490621,9.99330131,24,1,5,1,2,3,0,0,0,4,1,8,3,1,1,2,3,1.3463903075782826,2.91708939733649,1.4372412493072182,3
00YRB22-057-009,00YRB22-057-009,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,6.58,1.0,7.5,37.50%,100%,"Had to lower SPE height requirement in Virscidian to18 to RunPrep;""2nd injection done offline; added 10.68mL from 700003WDP"";;;",,362.392,362.1817273,2.56,1,5,62.13,0.1852,5,0.839267343,337.192,3.0785,84.5678,0.882352941,142,0.457636739,-0.349959928,1.32,1.559759873,545.7463865,-1.31,485296.5558,6.776280922,144.7359333,0.0,4.794537184,11.61886473,22.90943087,46.67822434,5.155712727,12.80904042,-4.887046562,25.42824048,9.99330131,25,1,5,1,2,3,0,0,0,4,1,8,3,1,1,2,3,4.035925143296326,-4.67705356871125,-1.693998204060155,0
00YRB22-057-010,00YRB22-057-010,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,27.38,2.0,13.6,19.10%,100%,,,362.392,362.1817273,2.56,1,5,62.13,0.1852,5,0.839267343,337.192,3.0785,84.5678,0.882352941,142,0.457636739,-0.349959928,1.32,1.559759873,545.7463865,-1.31,485296.5558,6.776280922,144.7359333,0.0,4.794537184,11.61886473,22.90943087,46.67822434,5.155712727,12.80904042,-4.887046562,25.42824048,9.99330131,25,1,5,1,2,3,0,0,0,4,1,8,3,1,1,2,3,3.399682610942568,-3.1244775679650387,-0.8092482720972505,0
00YRB22-057-011,00YRB22-057-011,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,8.18,1.0,7.3,2.70%,100%,,,382.342,382.1252751,1.374,2,7,90.81,0.1667,5,0.849433014,365.206,1.9811,88.6265,0.470588235,144,0.457636739,-0.349959928,1.444444444,1.371264601,910.2058392,-2.62,1701495.13,6.222796172,151.3231904,0.0,9.893218992,22.52178966,11.07361877,56.87558796,29.5516575,12.82024271,-4.918969346,12.96557803,20.19066493,27,2,7,0,2,2,1,1,2,5,2,10,3,0,1,1,4,-1.595081750595062,1.0497177571282819,-2.2932258293973597,3
00YRB22-057-012,00YRB22-057-012,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,11.75,2.0,7.9,6.20%,96%,RunNextMethod GeminieLpH,,382.342,382.1252751,1.374,2,7,90.81,0.1667,5,0.849433014,365.206,1.9811,88.6265,0.470588235,144,0.457636739,-0.349959928,1.444444444,1.371264601,910.2058392,-2.62,1701495.13,6.222796172,151.3231904,0.0,9.893218992,22.52178966,11.07361877,56.87558796,29.5516575,12.82057151,-4.918561787,12.96557803,20.19066493,27,2,7,0,2,2,1,1,2,5,2,10,3,0,1,1,4,-0.40330098186954616,-2.220241322479331,2.3855282990603155,2
00YRB22-057-013,00YRB22-057-013,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,12.81,2.0,22.3,61.00%,99%,"RunNextMethod GeminieLpH;""Collected peak by solvent front manually to avoid losing sample",,370.371,370.1504272,2.262,1,5,62.13,0.2143,6,0.886162687,349.203,3.0559,88.3028,0.555555556,142,0.457636739,-0.349959928,1.423076923,1.64753397,692.6717755,-2.09,803788.5083,6.904725039,148.9741481,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.8494774,-4.90974573,19.38639965,9.99330131,26,1,5,0,2,2,1,0,1,4,1,8,4,0,1,1,3,1.1507281145540165,-3.801988220657943,-0.8351811929551498,0
00YRB22-057-014,00YRB22-057-014,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L/F4S,9.16,2.0,22.6,34.10%,100%,";lost lots of sample during evap/blew out;;
RunNextMethod GeminieLpH;Collected peak by solvent front manually to avoid losing sample",,370.371,370.1504272,2.262,1,5,62.13,0.2143,6,0.886162687,349.203,3.0559,88.3028,0.555555556,142,0.457636739,-0.349959928,1.423076923,1.64753397,692.6717755,-2.09,803788.5083,6.904725039,148.9741481,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.8494774,-4.90974573,19.38639965,9.99330131,26,1,5,0,2,2,1,0,1,4,1,8,4,0,1,1,3,-2.0261456276778795,-2.5734302429218014,-0.19230874187722086,2
00YRB22-057-015,00YRB22-057-015,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,6.3,1.0,13.1,64.00%,93%,";;;
RunNextMethod GeminieLpH;;Remade finalqc due to tolnaftate being present in initial run. ",,384.398,384.1660773,2.612,1,5,62.13,0.2069,6,0.866511794,361.214,3.3019,92.8498,0.578947368,148,0.457636739,-0.349959928,1.333333333,1.680976416,720.6601022,-2.09,1115802.69,7.144871671,155.3390902,0.0,4.794537184,11.61886473,16.99152482,46.67822434,35.48754807,13.05989406,-4.91427741,12.96557803,9.99330131,27,1,5,0,2,2,1,0,1,4,1,8,4,0,1,1,3,-2.150977873738525,-1.3228366316364026,-1.2508014686764362,2
00YRB22-057-016,00YRB22-057-016,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,11.53,1.0,24.6,0.00%,98%,";;
Manually transferred to SPE cartridge;CTC lost config no XML does not contain barcode.",,384.398,384.1660773,2.612,1,5,62.13,0.2069,6,0.866511794,361.214,3.3019,92.8498,0.578947368,148,0.457636739,-0.349959928,1.333333333,1.680976416,720.6601022,-2.09,1115802.69,7.144871671,155.3390902,0.0,4.794537184,11.61886473,16.99152482,46.67822434,35.48754807,13.05989406,-4.91427741,12.96557803,9.99330131,27,1,5,0,2,2,1,0,1,4,1,8,4,0,1,1,3,1.2426627867488667,-0.8209361040332976,-3.411511069267237,0
00YRB22-057-017,00YRB22-057-017,Gemini LpH,HLB,HLB/Gemini LpH,True,,In progress,Synthesis,,,,0.1,,,,,2.50%,,";;;
;;Remade finalqc due to tolnaftate being present in initial run. ",,385.386,385.1613262,1.817,1,6,65.37,0.2069,6,0.862871569,363.21,2.165,91.6988,0.555555556,148,0.457636739,-0.349959928,1.37037037,1.680976416,723.5571875,-2.13,1115802.69,7.121620489,154.7339818,6.041840829,9.694446915,11.61886473,11.07361877,65.67347804,35.48754807,13.0182274,-4.920944077,12.96557803,9.99330131,27,1,6,0,2,2,1,0,1,5,1,9,4,0,1,1,3,-1.7887827374927234,-2.477672656154388,-0.26812698841120225,2
00YRB22-057-018_RP,00YRB22-057-018,Xbridge HpH,HLB,HLB/Xbridge HpH,True,,Complete,Completed & Stored,,,,0.1,F3L,12.55,2.0,16.9,45.70%,100%,";;









;;SAP8 dropped 500427HQK; spilled about half"";;",,385.386,385.1613262,1.817,1,6,65.37,0.2069,6,0.862871569,363.21,2.165,91.6988,0.555555556,148,0.457636739,-0.349959928,1.37037037,1.680976416,723.5571875,-2.13,1115802.69,7.121620489,154.7339818,6.041840829,9.694446915,11.61886473,11.07361877,65.67347804,35.48754807,13.0182274,-4.920944077,12.96557803,9.99330131,27,1,6,0,2,2,1,0,1,5,1,9,4,0,1,1,3,-1.4320247048206942,-1.3971572132475931,-2.0327875710355907,2
00YRB22-057-019,00YRB22-057-019,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,11.08,1.0,16.0,51.60%,91%,;medium gradient;;;,,350.337,350.1453418,1.128,1,6,71.36,0.1923,5,0.840678678,329.169,1.6788,76.9888,0.866666667,136,0.457636739,-0.381430255,1.333333333,1.513618247,519.3387785,-1.35,306895.3558,6.512804647,137.1195943,0.0,4.794537184,11.61886473,16.99152482,59.89198827,5.155712727,12.7475829,-4.893438495,45.06282603,9.99330131,24,1,6,0,3,3,0,0,0,5,1,9,3,0,2,2,3,-1.5525390898921614,-2.51851252326697,2.0477795516671073,2
00YRB22-057-020,00YRB22-057-020,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,8.56,1.0,18.4,48.30%,97%,,,356.344,356.1347771,1.917,1,5,62.13,0.1852,5,0.90576718,337.192,2.6658,83.6858,0.529411765,136,0.457636739,-0.349959928,1.4,1.619782342,677.465687,-2.09,485296.5558,6.327439212,142.609206,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.79087298,-4.908547383,12.96557803,9.99330131,25,1,5,0,2,2,1,0,1,4,1,8,3,0,1,1,3,3.1811769516452895,-3.552515496773207,-2.141245824408095,0
00YRB22-057-021,00YRB22-057-021,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L/F4S,16.53,1.0,17.2,61.50%,90%,,,356.344,356.1347771,1.917,1,5,62.13,0.1852,5,0.90576718,337.192,2.6658,83.6858,0.529411765,136,0.457636739,-0.349959928,1.4,1.619782342,677.465687,-2.09,485296.5558,6.327439212,142.609206,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.79087298,-4.908547383,12.96557803,9.99330131,25,1,5,0,2,2,1,0,1,4,1,8,3,0,1,1,3,0.49482574889844766,-0.004745432341682013,-0.9408547606226699,0
00YRB22-057-022,00YRB22-057-022,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,13.02,1.0,21.9,55.30%,100%,,,356.344,356.1347771,1.917,1,5,62.13,0.1852,5,0.90576718,337.192,2.6658,83.6858,0.529411765,136,0.457636739,-0.349959928,1.4,1.619782342,677.465687,-2.09,485296.5558,6.327439212,142.609206,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.79087298,-4.908547383,12.96557803,9.99330131,25,1,5,0,2,2,1,0,1,4,1,8,3,0,1,1,3,4.933434852835903,0.49061923789644313,-4.378164552721729,0
00YRB22-057-023,00YRB22-057-023,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L/F4S,12.65,2.0,19.7,4.60%,100%,,,356.344,356.1347771,1.917,1,5,62.13,0.1852,5,0.90576718,337.192,2.6658,83.6858,0.529411765,136,0.457636739,-0.349959928,1.4,1.619782342,677.465687,-2.09,485296.5558,6.327439212,142.609206,0.0,4.794537184,11.61886473,11.07361877,46.67822434,35.48754807,12.79087298,-4.908547383,12.96557803,9.99330131,25,1,5,0,2,2,1,0,1,4,1,8,3,0,1,1,3,4.641973175601573,-3.218098065825419,-2.469303597663853,0
00YRB22-057-024,00YRB22-057-024,Gemini LpH,HLB,HLB/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,9.09,1.0,14.9,62.50%,98%,,,367.327,367.114376,1.957,1,6,85.92,0.2143,6,0.885170154,351.199,1.97648,83.6898,0.470588235,138,0.457636739,-0.349959928,1.5,1.588455878,787.4382708,-2.6,751143.4631,6.608199129,147.0017857,0.0,4.794537184,11.61886473,11.07361877,46.67822434,29.421181,12.77854203,-4.932421325,24.09248101,9.99330131,26,1,6,0,2,2,1,0,1,5,1,9,3,0,1,1,3,6.738269906912913,-0.3336051424352409,0.41329086466673204,0
00YRB22-057-025,00YRB22-057-025,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L,25.54,1.0,26.4,86.80%,91%,,,422.429,422.1235608,1.941,1,8,97.02,0.129,4,0.799032287,401.261,1.6473,90.7896,0.75,156,0.457636727,-0.349961077,1.214285714,1.427913513,890.190976,-1.66,2397220.758,6.698711147,159.5712928,5.824404498,0.0,15.73497616,11.07361877,58.14522602,16.37851628,13.00420786,-4.941081908,19.38639965,14.97727983,28,1,8,0,3,3,0,1,1,7,1,12,3,0,1,1,4,-2.7046002303412484,1.3952065281407422,3.392736751132225,2
00YRB22-057-026,00YRB22-057-026,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F3L/F4S,13.84,1.0,36.3,15.30%,98%,;;;no DA XML due to sample_info not being updated during manual run creation;,,418.397,418.0922607,1.865,1,8,96.5,0.129,4,0.81957357,401.261,1.7622,90.8166,0.5,152,0.457636727,-0.349961077,1.25,1.460650176,1027.929018,-2.18,2397220.758,6.424250585,157.816384,5.647177221,4.400694606,21.38215338,11.07361877,57.97882098,40.77446105,12.946226,-4.953022311,5.647177221,14.97727983,28,1,8,0,2,2,0,2,2,7,1,12,3,0,1,1,4,1.6884759083102245,-4.0280301596320625,-3.0794941258432638,0
00YRB22-057-027,00YRB22-057-027,Gemini LpH,MCX,MCX/Gemini LpH,True,,Complete,Completed & Stored,,,,0.1,F1L/F3S,7.31,3.0,6.4,56.20%,98%,,,419.381,419.0762763,2.079,1,8,105.2,0.129,4,0.81830979,403.253,2.2557,89.6336,0.5,152,0.457636727,-0.356301802,1.25,1.439053775,1027.56449,-2.18,2380082.243,6.424250585,157.1255737,0.0,0.0,26.70422051,11.07361877,53.75081111,38.97023592,12.84650566,-4.955478779,10.96924436,15.14996457,28,1,8,0,2,2,1,1,2,7,1,12,3,0,1,1,4,-4.22611349027678,-0.17321685344938584,-0.7772852800273279,2
